Area Code,Cogs,DifferenceBetweenActualandTargetProfit,Date,Inventory Margin,Margin,Market_size,Market_Area,Marketing_Cost,Product_line,Product_type,Product,Profit,Sales,State,Target_cogs,Target_margin,Target_profit,Target_sales ,Total_expenses,Type,Calculated_Profit,Profit_Match,Net_Profit_Status
626,76,67,2013-04-17,580,111,major market,west,21,leaves,tea,earl grey,91,199,california,30,50,50,80,32,regular,91,True,net positive
262,22,-35,2013-04-18,573,29,small market,central,7,beans,espresso,decaf espresso,13,54,wisconsin,20,50,50,70,19,decaf,13,True,net positive
641,23,-23,2013-04-19,800,35,small market,central,6,beans,espresso,caffe mocha,22,62,iowa,20,50,50,70,17,regular,22,True,net positive
203,79,20,2013-04-20,593,98,small market,east,30,leaves,herbal tea,lemon,46,189,connecticut,40,50,30,90,64,decaf,46,True,net positive
203,65,2,2013-04-21,1053,77,small market,east,20,leaves,herbal tea,mint,44,151,connecticut,30,50,50,80,42,decaf,44,True,net positive
262,46,5,2013-04-22,449,67,small market,central,14,leaves,tea,darjeeling,37,120,wisconsin,20,50,40,70,37,regular,37,True,net positive
262,60,0,2013-04-23,606,84,small market,central,54,leaves,tea,earl grey,9,153,wisconsin,40,50,0,90,84,regular,9,True,net positive
425,60,45,2013-04-24,329,99,small market,west,18,leaves,tea,darjeeling,67,169,washington,20,50,40,70,42,regular,67,True,net positive
312,40,10,2013-04-25,536,52,major market,central,13,leaves,herbal tea,lemon,33,98,illinois,30,50,30,80,25,decaf,33,True,net positive
419,36,5,2013-04-26,862,52,major market,central,10,leaves,herbal tea,lemon,36,94,ohio,30,50,40,80,22,decaf,36,True,net positive
857,55,2,2013-04-27,410,69,major market,east,20,leaves,herbal tea,lemon,23,132,massachusetts,40,50,20,90,54,decaf,23,True,net positive
323,40,10,2013-04-28,536,52,major market,west,13,leaves,herbal tea,mint,33,98,california,30,50,30,80,25,decaf,33,True,net positive
352,28,-6,2013-04-29,875,42,major market,east,7,leaves,tea,darjeeling,28,75,florida,20,50,40,70,19,regular,28,True,net positive
904,31,2,2013-04-30,856,47,major market,east,8,leaves,tea,green tea,33,83,florida,30,50,40,80,19,regular,33,True,net positive
978,32,3,2013-05-01,482,48,major market,east,8,leaves,tea,green tea,34,85,massachusetts,30,50,40,80,19,regular,34,True,net positive
760,50,30,2013-05-02,589,73,major market,west,14,leaves,tea,earl grey,55,131,california,30,50,40,80,26,regular,55,True,net positive
515,0,6,2013-05-03,387,43,small market,central,0,beans,espresso,decaf espresso,34,46,iowa,0,50,40,50,12,decaf,34,True,net positive
505,82,-22,2013-05-04,1804,40,small market,south,25,beans,coffee,decaf irish cream,0,130,new mexico,90,50,10,140,48,decaf,0,True,net negative
515,22,-16,2013-05-05,802,34,small market,central,6,beans,espresso,caffe mocha,20,60,iowa,20,50,40,70,18,regular,20,True,net positive
505,44,-10,2013-05-06,325,62,small market,south,40,beans,espresso,caffe mocha,0,113,new mexico,30,50,0,80,69,regular,0,True,net negative
775,33,-16,2013-05-07,243,41,small market,west,12,beans,coffee,colombian,1,79,nevada,30,50,10,80,45,regular,1,True,net positive
314,44,-12,2013-05-08,325,62,small market,central,40,leaves,herbal tea,chamomile,-1,113,missouri,40,50,0,90,70,decaf,-1,True,net negative
715,31,0,2013-05-09,856,47,small market,central,8,leaves,herbal tea,lemon,32,83,wisconsin,20,50,40,70,20,decaf,32,True,net positive
959,69,26,2013-05-10,1060,81,small market,east,21,leaves,herbal tea,mint,48,160,connecticut,50,50,30,100,43,decaf,48,True,net positive
715,49,29,2013-05-11,454,71,small market,central,15,leaves,tea,darjeeling,41,128,wisconsin,40,50,20,90,38,regular,41,True,net positive
206,49,20,2013-05-12,454,71,small market,west,15,leaves,tea,earl grey,42,128,washington,30,50,30,80,37,regular,42,True,net positive
970,43,13,2013-05-13,531,56,major market,central,14,beans,coffee,colombian,36,106,colorado,40,50,30,90,27,regular,36,True,net positive
330,41,16,2013-05-14,435,60,major market,central,13,beans,coffee,colombian,31,108,ohio,40,50,20,90,36,regular,31,True,net positive
978,47,-20,2013-05-15,571,52,major market,east,42,beans,espresso,caffe mocha,-13,106,massachusetts,40,50,-10,90,72,regular,-13,True,net negative
312,43,13,2013-05-16,531,56,major market,central,14,leaves,herbal tea,lemon,36,106,illinois,40,50,30,90,27,decaf,36,True,net positive
323,43,13,2013-05-17,531,56,major market,west,14,leaves,herbal tea,mint,36,106,california,40,50,30,90,27,decaf,36,True,net positive
303,46,-1,2013-05-18,422,57,major market,central,17,leaves,tea,darjeeling,13,110,colorado,30,50,10,80,51,regular,13,True,net positive
970,53,19,2013-05-19,1054,63,major market,central,16,leaves,tea,earl grey,34,124,colorado,40,50,20,90,37,regular,34,True,net positive
978,33,3,2013-05-20,870,49,major market,east,9,leaves,tea,darjeeling,34,87,massachusetts,30,50,40,80,20,regular,34,True,net positive
321,34,5,2013-05-21,863,51,major market,east,9,leaves,tea,green tea,36,91,florida,30,50,40,80,21,regular,36,True,net positive
563,0,7,2013-05-22,344,43,small market,central,0,beans,espresso,decaf espresso,35,46,iowa,0,50,40,50,11,decaf,35,True,net positive
318,43,20,2013-05-23,466,63,small market,south,13,beans,espresso,decaf espresso,34,113,louisiana,30,50,20,80,36,decaf,34,True,net positive
775,31,-18,2013-05-24,1009,38,small market,west,9,beans,coffee,decaf irish cream,13,74,nevada,30,50,30,80,30,decaf,13,True,net positive
515,23,-15,2013-05-25,807,35,small market,central,6,beans,espresso,caffe mocha,21,62,iowa,20,50,40,70,18,regular,21,True,net positive
225,41,26,2013-05-26,320,66,small market,south,12,beans,espresso,caffe mocha,38,114,louisiana,30,50,20,80,35,regular,38,True,net positive
971,46,-1,2013-05-27,422,57,small market,west,17,beans,espresso,caffe latte,13,110,oregon,40,50,10,90,51,regular,13,True,net positive
262,43,22,2013-05-28,466,63,small market,central,13,leaves,tea,darjeeling,35,113,wisconsin,30,50,20,80,35,regular,35,True,net positive
959,33,2,2013-05-29,818,49,small market,east,9,leaves,tea,green tea,33,87,connecticut,30,50,40,80,21,regular,33,True,net positive
435,49,-6,2013-05-30,335,69,small market,west,44,leaves,tea,darjeeling,4,126,utah,30,50,0,80,73,regular,4,True,net positive
509,55,6,2013-05-31,627,76,small market,west,49,leaves,tea,green tea,6,140,washington,40,50,-10,90,79,regular,6,True,net positive
630,39,-13,2013-06-01,541,51,major market,central,12,leaves,herbal tea,lemon,27,90,illinois,20,40,40,60,24,decaf,27,True,net positive
209,39,-14,2013-06-02,541,51,major market,west,12,leaves,herbal tea,mint,26,90,california,20,40,40,60,25,decaf,26,True,net positive
505,86,-36,2013-06-03,1698,23,small market,south,26,beans,coffee,decaf irish cream,-26,109,new mexico,110,40,10,150,49,decaf,-26,True,net negative
318,46,-10,2013-06-04,449,67,small market,south,14,beans,espresso,decaf espresso,30,113,louisiana,20,40,40,60,37,decaf,30,True,net positive
515,31,-23,2013-06-05,1000,37,small market,central,9,beans,coffee,colombian,7,68,iowa,20,40,30,60,30,regular,7,True,net positive
505,45,-16,2013-06-06,320,64,small market,south,41,beans,espresso,caffe mocha,-6,109,new mexico,20,40,10,60,70,regular,-6,True,net negative
801,32,-12,2013-06-07,833,47,small market,west,8,beans,espresso,caffe latte,28,79,utah,20,40,40,60,19,regular,28,True,net positive
505,31,-24,2013-06-08,1000,37,small market,south,9,leaves,herbal tea,lemon,6,68,new mexico,10,40,30,50,31,decaf,6,True,net positive
636,39,-17,2013-06-09,244,53,small market,central,12,leaves,tea,darjeeling,13,92,missouri,20,40,30,60,40,regular,13,True,net positive
959,24,-22,2013-06-10,806,36,small market,east,6,leaves,tea,green tea,18,60,connecticut,20,40,40,60,18,regular,18,True,net positive
603,0,-8,2013-06-11,430,43,small market,east,0,leaves,tea,green tea,32,43,new hampshire,0,40,40,40,11,regular,32,True,net positive
801,45,-26,2013-06-12,320,64,small market,west,41,leaves,tea,darjeeling,-6,109,utah,10,40,20,50,70,regular,-6,True,net negative
206,60,-10,2013-06-13,606,84,small market,west,54,leaves,tea,green tea,0,144,washington,20,40,10,60,84,regular,0,True,net negative
937,32,-1,2013-06-14,482,48,major market,central,8,leaves,herbal tea,chamomile,29,80,ohio,30,40,30,70,19,decaf,29,True,net positive
407,54,3,2013-06-15,391,67,major market,east,20,leaves,herbal tea,lemon,13,121,florida,40,40,10,80,54,decaf,13,True,net positive
715,22,-19,2013-06-16,570,30,small market,central,7,beans,espresso,decaf espresso,11,52,wisconsin,20,40,30,60,19,decaf,11,True,net positive
505,35,-12,2013-06-17,248,47,small market,south,11,beans,espresso,decaf espresso,8,82,new mexico,20,40,20,60,39,decaf,8,True,net positive
775,29,-15,2013-06-18,1003,35,small market,west,8,beans,coffee,decaf irish cream,5,64,nevada,30,40,20,70,30,decaf,5,True,net positive
563,29,-15,2013-06-19,1003,35,small market,central,8,beans,coffee,colombian,5,64,iowa,20,40,20,60,30,regular,5,True,net positive
603,34,-3,2013-06-20,211,42,small market,east,12,beans,espresso,regular espresso,-3,76,new hampshire,30,40,0,70,45,regular,-3,True,net negative
918,32,-1,2013-06-21,482,48,small market,south,8,beans,espresso,caffe mocha,29,80,oklahoma,20,40,30,60,19,regular,29,True,net positive
775,0,1,2013-06-22,387,43,small market,west,0,beans,espresso,caffe latte,31,43,nevada,0,40,30,40,12,regular,31,True,net positive
435,33,-3,2013-06-23,836,48,small market,west,9,beans,espresso,caffe latte,27,81,utah,30,40,30,70,21,regular,27,True,net positive
573,82,-9,2013-06-24,1804,40,small market,central,25,leaves,herbal tea,lemon,-9,122,missouri,70,40,0,110,49,decaf,-9,True,net negative
801,82,-8,2013-06-25,1804,40,small market,west,25,leaves,herbal tea,mint,-8,122,utah,70,40,0,110,48,decaf,-8,True,net negative
417,35,-1,2013-06-26,248,47,small market,central,11,leaves,tea,darjeeling,9,82,missouri,20,40,10,60,38,regular,9,True,net positive
636,34,-3,2013-06-27,211,42,small market,central,12,leaves,tea,earl grey,-3,76,missouri,20,40,0,60,45,regular,-3,True,net negative
314,33,-4,2013-06-28,243,41,small market,central,12,leaves,tea,green tea,-4,74,missouri,20,40,0,60,45,regular,-4,True,net negative
603,0,2,2013-06-29,387,43,small market,east,0,leaves,tea,green tea,32,43,new hampshire,0,40,30,40,11,regular,32,True,net positive
435,44,3,2013-06-30,325,62,small market,west,40,leaves,tea,darjeeling,-7,106,utah,30,40,-10,70,69,regular,-7,True,net negative
937,29,-5,2013-07-01,490,44,major market,central,8,leaves,herbal tea,chamomile,25,73,ohio,20,40,30,60,19,decaf,25,True,net positive
330,33,-1,2013-07-02,870,49,major market,central,9,leaves,herbal tea,lemon,29,82,ohio,30,40,30,70,20,decaf,29,True,net positive
508,46,-3,2013-07-03,422,57,major market,east,17,leaves,herbal tea,lemon,7,103,massachusetts,30,40,10,70,50,decaf,7,True,net positive
813,30,-4,2013-07-04,882,45,major market,east,8,leaves,tea,darjeeling,26,75,florida,30,40,30,70,19,regular,26,True,net positive
857,29,-5,2013-07-05,490,44,major market,east,8,leaves,tea,green tea,25,73,massachusetts,30,40,30,70,19,regular,25,True,net positive
262,24,-17,2013-07-06,567,32,small market,central,7,beans,espresso,decaf espresso,13,56,wisconsin,30,40,30,70,19,decaf,13,True,net positive
702,0,1,2013-07-07,344,43,small market,west,0,beans,espresso,caffe latte,31,43,nevada,0,40,30,40,12,regular,31,True,net positive
435,31,-4,2013-07-08,844,46,small market,west,8,beans,espresso,caffe latte,26,77,utah,30,40,30,70,20,regular,26,True,net positive
715,34,0,2013-07-09,863,51,small market,central,9,leaves,herbal tea,lemon,30,85,wisconsin,30,40,30,70,21,decaf,30,True,net positive
603,39,-8,2013-07-10,250,49,small market,east,14,leaves,herbal tea,lemon,2,88,new hampshire,20,40,10,60,47,decaf,2,True,net positive
505,31,-13,2013-07-11,1009,38,small market,south,9,leaves,herbal tea,lemon,7,69,new mexico,20,40,20,60,31,decaf,7,True,net positive
573,38,1,2013-07-12,256,51,small market,central,12,leaves,tea,darjeeling,11,89,missouri,30,40,10,70,40,regular,11,True,net positive
636,39,2,2013-07-13,250,49,small market,central,14,leaves,tea,green tea,2,88,missouri,30,40,0,70,47,regular,2,True,net positive
603,0,2,2013-07-14,344,43,small market,east,0,leaves,tea,green tea,32,43,new hampshire,0,40,30,40,11,regular,32,True,net positive
509,41,10,2013-07-15,320,66,small market,west,12,leaves,tea,darjeeling,30,107,washington,30,40,20,70,36,regular,30,True,net positive
801,38,2,2013-07-16,256,51,small market,west,12,leaves,tea,earl grey,12,89,utah,20,40,10,60,39,regular,12,True,net positive
509,43,8,2013-07-17,466,63,small market,west,13,leaves,tea,earl grey,28,106,washington,30,40,20,70,35,regular,28,True,net positive
312,39,0,2013-07-18,541,51,major market,central,12,leaves,herbal tea,lemon,33,96,illinois,20,40,40,60,24,decaf,33,True,net positive
530,39,-1,2013-07-19,541,51,major market,west,12,leaves,herbal tea,mint,32,96,california,20,40,40,60,25,decaf,32,True,net positive
505,86,-49,2013-07-20,1698,23,small market,south,26,beans,coffee,decaf irish cream,-19,116,new mexico,110,40,10,150,49,decaf,-19,True,net negative
318,46,5,2013-07-21,449,67,small market,south,14,beans,espresso,decaf espresso,37,120,louisiana,20,40,40,60,37,decaf,37,True,net positive
515,31,-20,2013-07-22,1000,37,small market,central,9,beans,coffee,colombian,11,72,iowa,20,40,30,60,30,regular,11,True,net positive
505,45,-19,2013-07-23,320,64,small market,south,41,beans,espresso,caffe mocha,1,116,new mexico,20,40,10,60,70,regular,1,True,net positive
435,32,2,2013-07-24,833,47,small market,west,8,beans,espresso,caffe latte,33,84,utah,20,40,40,60,19,regular,33,True,net positive
505,31,-21,2013-07-25,1000,37,small market,south,9,leaves,herbal tea,lemon,10,72,new mexico,10,40,30,50,31,decaf,10,True,net positive
314,39,-11,2013-07-26,244,53,small market,central,12,leaves,tea,darjeeling,19,98,missouri,20,40,30,60,40,regular,19,True,net positive
203,24,-13,2013-07-27,806,36,small market,east,6,leaves,tea,green tea,22,64,connecticut,20,40,40,60,18,regular,22,True,net positive
603,0,7,2013-07-28,430,43,small market,east,0,leaves,tea,green tea,35,46,new hampshire,0,40,40,40,11,regular,35,True,net positive
435,45,-29,2013-07-29,320,64,small market,west,41,leaves,tea,darjeeling,1,116,utah,10,40,20,50,70,regular,1,True,net positive
206,60,-10,2013-07-30,606,84,small market,west,54,leaves,tea,green tea,9,153,washington,20,40,10,60,84,regular,9,True,net positive
440,32,13,2013-07-31,482,48,major market,central,8,leaves,herbal tea,chamomile,34,85,ohio,30,40,30,70,19,decaf,34,True,net positive
561,54,9,2013-08-01,391,67,major market,east,20,leaves,herbal tea,lemon,21,129,florida,40,40,10,80,54,decaf,21,True,net positive
920,22,-14,2013-08-02,570,30,small market,central,7,beans,espresso,decaf espresso,14,55,wisconsin,20,40,30,60,19,decaf,14,True,net positive
505,35,-8,2013-08-03,248,47,small market,south,11,beans,espresso,decaf espresso,13,87,new mexico,20,40,20,60,39,decaf,13,True,net positive
702,29,-13,2013-08-04,1003,35,small market,west,8,beans,coffee,decaf irish cream,9,68,nevada,30,40,20,70,30,decaf,9,True,net positive
515,29,-13,2013-08-05,1003,35,small market,central,8,beans,coffee,colombian,9,68,iowa,20,40,20,60,30,regular,9,True,net positive
603,34,-4,2013-08-06,211,42,small market,east,12,beans,espresso,regular espresso,2,81,new hampshire,30,40,0,70,45,regular,2,True,net positive
580,32,13,2013-08-07,482,48,small market,south,8,beans,espresso,caffe mocha,34,85,oklahoma,20,40,30,60,19,regular,34,True,net positive
775,0,16,2013-08-08,387,43,small market,west,0,beans,espresso,caffe latte,34,46,nevada,0,40,30,40,12,regular,34,True,net positive
435,33,10,2013-08-09,836,48,small market,west,9,beans,espresso,caffe latte,32,86,utah,30,40,30,70,21,regular,32,True,net positive
314,82,-13,2013-08-10,1804,40,small market,central,25,leaves,herbal tea,lemon,-1,130,missouri,70,40,0,110,49,decaf,-1,True,net negative
435,82,-12,2013-08-11,1804,40,small market,west,25,leaves,herbal tea,mint,0,130,utah,70,40,0,110,48,decaf,0,True,net negative
636,35,3,2013-08-12,248,47,small market,central,11,leaves,tea,darjeeling,14,87,missouri,20,40,10,60,38,regular,14,True,net positive
573,34,-4,2013-08-13,211,42,small market,central,12,leaves,tea,earl grey,2,81,missouri,20,40,0,60,45,regular,2,True,net positive
314,33,-6,2013-08-14,243,41,small market,central,12,leaves,tea,green tea,1,79,missouri,20,40,0,60,45,regular,1,True,net positive
603,0,17,2013-08-15,387,43,small market,east,0,leaves,tea,green tea,35,46,new hampshire,0,40,30,40,11,regular,35,True,net positive
435,44,0,2013-08-16,325,62,small market,west,40,leaves,tea,darjeeling,0,113,utah,30,40,-10,70,69,regular,0,True,net negative
614,29,7,2013-08-17,490,44,major market,central,8,leaves,herbal tea,chamomile,30,78,ohio,20,40,30,60,19,decaf,30,True,net positive
440,33,13,2013-08-18,870,49,major market,central,9,leaves,herbal tea,lemon,34,87,ohio,30,40,30,70,20,decaf,34,True,net positive
774,46,0,2013-08-19,422,57,major market,east,17,leaves,herbal tea,lemon,14,110,massachusetts,30,40,10,70,50,decaf,14,True,net positive
321,30,9,2013-08-20,882,45,major market,east,8,leaves,tea,darjeeling,31,80,florida,30,40,30,70,19,regular,31,True,net positive
774,29,7,2013-08-21,490,44,major market,east,8,leaves,tea,green tea,30,78,massachusetts,30,40,30,70,19,regular,30,True,net positive
608,24,-11,2013-08-22,567,32,small market,central,7,beans,espresso,decaf espresso,17,60,wisconsin,30,40,30,70,19,decaf,17,True,net positive
775,0,16,2013-08-23,344,43,small market,west,0,beans,espresso,caffe latte,34,46,nevada,0,40,30,40,12,regular,34,True,net positive
435,31,9,2013-08-24,844,46,small market,west,8,beans,espresso,caffe latte,31,82,utah,30,40,30,70,20,regular,31,True,net positive
715,34,15,2013-08-25,863,51,small market,central,9,leaves,herbal tea,lemon,36,91,wisconsin,30,40,30,70,21,decaf,36,True,net positive
603,39,-7,2013-08-26,250,49,small market,east,14,leaves,herbal tea,lemon,8,94,new hampshire,20,40,10,60,47,decaf,8,True,net positive
505,31,-10,2013-08-27,1009,38,small market,south,9,leaves,herbal tea,lemon,12,74,new mexico,20,40,20,60,31,decaf,12,True,net positive
314,38,6,2013-08-28,256,51,small market,central,12,leaves,tea,darjeeling,17,95,missouri,30,40,10,70,40,regular,17,True,net positive
660,39,3,2013-08-29,250,49,small market,central,14,leaves,tea,green tea,8,94,missouri,30,40,0,70,47,regular,8,True,net positive
603,0,17,2013-08-30,344,43,small market,east,0,leaves,tea,green tea,35,46,new hampshire,0,40,30,40,11,regular,35,True,net positive
253,41,25,2013-08-31,320,66,small market,west,12,leaves,tea,darjeeling,37,114,washington,30,40,20,70,36,regular,37,True,net positive
435,38,8,2013-09-01,256,51,small market,west,12,leaves,tea,earl grey,18,95,utah,20,40,10,60,39,regular,18,True,net positive
253,43,22,2013-09-02,466,63,small market,west,13,leaves,tea,earl grey,35,113,washington,30,40,20,70,35,regular,35,True,net positive
216,51,-35,2013-09-03,503,71,major market,central,46,beans,coffee,decaf irish cream,-5,122,ohio,40,70,30,110,76,decaf,-5,True,net negative
440,52,-34,2013-09-04,405,71,major market,central,17,beans,coffee,amaretto,26,123,ohio,40,70,60,110,45,regular,26,True,net positive
937,43,-32,2013-09-05,419,64,major market,central,13,beans,coffee,colombian,28,107,ohio,30,70,60,100,36,regular,28,True,net positive
774,51,-41,2013-09-06,542,65,major market,east,46,beans,espresso,caffe mocha,-11,116,massachusetts,30,70,30,100,76,regular,-11,True,net negative
832,72,5,2013-09-07,-868,110,major market,south,23,beans,espresso,caffe latte,55,182,texas,40,70,50,110,55,regular,55,True,net positive
863,48,-14,2013-09-08,851,70,major market,east,13,leaves,tea,green tea,46,118,florida,50,70,60,120,24,regular,46,True,net positive
985,60,-12,2013-09-09,329,99,small market,south,18,beans,espresso,caffe mocha,58,159,louisiana,30,70,70,100,41,regular,58,True,net positive
971,52,-33,2013-09-10,405,71,small market,west,17,beans,espresso,caffe mocha,27,123,oregon,30,70,60,100,44,regular,27,True,net positive
253,56,-34,2013-09-11,385,70,small market,west,21,beans,espresso,caffe mocha,16,126,washington,40,70,50,110,54,regular,16,True,net positive
405,56,-34,2013-09-12,385,70,small market,south,21,leaves,herbal tea,chamomile,16,126,oklahoma,40,70,50,110,54,decaf,16,True,net positive
435,45,-37,2013-09-13,447,69,small market,west,14,leaves,herbal tea,lemon,23,114,utah,20,70,60,90,46,decaf,23,True,net positive
567,52,-13,2013-09-14,509,73,major market,central,47,beans,coffee,decaf irish cream,-3,125,ohio,50,70,10,120,76,decaf,-3,True,net negative
614,46,-8,2013-09-15,424,68,major market,central,14,beans,coffee,colombian,32,114,ohio,40,70,40,110,36,regular,32,True,net positive
303,52,-14,2013-09-16,509,73,major market,central,47,leaves,herbal tea,lemon,-4,125,colorado,40,70,10,110,77,decaf,-4,True,net negative
720,59,-8,2013-09-17,411,79,major market,central,19,leaves,herbal tea,mint,32,138,colorado,50,70,40,120,47,decaf,32,True,net positive
713,59,-8,2013-09-18,411,79,major market,south,19,leaves,herbal tea,chamomile,32,138,texas,50,70,40,120,47,decaf,32,True,net positive
718,50,-3,2013-09-19,589,73,major market,east,14,leaves,tea,green tea,47,123,new york,50,70,50,120,26,regular,47,True,net positive
860,53,-14,2013-09-20,380,71,small market,east,17,beans,espresso,decaf espresso,26,124,connecticut,50,70,40,120,45,decaf,26,True,net positive
435,54,2,2013-09-21,885,78,small market,west,15,beans,espresso,decaf espresso,52,132,utah,50,70,50,120,26,decaf,52,True,net positive
505,43,-10,2013-09-22,452,66,small market,south,14,beans,coffee,colombian,20,109,new mexico,50,70,30,120,46,regular,20,True,net positive
504,61,-9,2013-09-23,-906,86,small market,south,55,beans,espresso,caffe latte,1,147,louisiana,40,70,10,110,85,regular,1,True,net positive
541,55,-14,2013-09-24,410,69,small market,west,20,beans,espresso,caffe latte,16,124,oregon,50,70,30,120,53,regular,16,True,net positive
860,82,8,2013-09-25,601,102,small market,east,31,leaves,herbal tea,lemon,38,184,connecticut,60,70,30,130,64,decaf,38,True,net positive
715,61,2,2013-09-26,613,86,small market,central,55,leaves,tea,earl grey,2,147,wisconsin,50,70,0,120,84,regular,2,True,net positive
425,53,-1,2013-09-27,321,88,small market,west,16,leaves,tea,darjeeling,49,141,washington,30,70,50,100,39,regular,49,True,net positive
419,47,-16,2013-09-28,521,65,major market,central,42,beans,coffee,decaf irish cream,-6,112,ohio,40,70,10,110,71,decaf,-6,True,net negative
513,54,-11,2013-09-29,424,73,major market,central,17,beans,coffee,amaretto,29,127,ohio,50,70,40,120,44,regular,29,True,net positive
512,67,17,2013-09-30,-1239,101,major market,south,22,beans,espresso,caffe latte,47,168,texas,50,70,30,120,54,regular,47,True,net positive
309,54,3,2013-10-01,601,79,major market,central,15,leaves,tea,darjeeling,53,133,illinois,40,70,50,110,26,regular,53,True,net positive
816,63,-4,2013-10-02,1075,76,small market,central,19,beans,coffee,decaf irish cream,36,139,missouri,60,70,40,130,40,decaf,36,True,net positive
959,49,-19,2013-10-03,392,65,small market,east,16,beans,espresso,decaf espresso,21,114,connecticut,40,70,40,110,44,decaf,21,True,net positive
435,50,-3,2013-10-04,898,73,small market,west,14,beans,espresso,decaf espresso,47,123,utah,40,70,50,110,26,decaf,47,True,net positive
603,52,-13,2013-10-05,327,75,small market,east,16,beans,coffee,amaretto,37,127,new hampshire,40,70,50,110,38,regular,37,True,net positive
475,55,-12,2013-10-06,627,76,small market,east,49,beans,espresso,caffe mocha,-2,131,connecticut,50,70,10,120,78,regular,-2,True,net negative
603,49,-14,2013-10-07,335,69,small market,east,44,beans,espresso,caffe mocha,-4,118,new hampshire,40,70,10,110,73,regular,-4,True,net negative
503,41,-19,2013-10-08,482,57,small market,west,13,beans,coffee,colombian,1,98,oregon,40,70,20,110,56,regular,1,True,net positive
503,54,-12,2013-10-09,424,73,small market,west,17,beans,espresso,caffe mocha,28,127,oregon,50,70,40,120,45,regular,28,True,net positive
405,65,2,2013-10-10,403,80,small market,south,24,leaves,herbal tea,chamomile,22,145,oklahoma,60,70,20,130,58,decaf,22,True,net positive
435,52,-4,2013-10-11,327,75,small market,west,16,leaves,herbal tea,chamomile,36,127,utah,40,70,40,110,39,decaf,36,True,net positive
801,48,-12,2013-10-12,462,74,small market,west,15,leaves,herbal tea,lemon,28,122,utah,40,70,40,110,46,decaf,28,True,net positive
425,49,-4,2013-10-13,845,71,small market,west,13,leaves,herbal tea,lemon,46,120,washington,40,70,50,110,25,decaf,46,True,net positive
860,50,-3,2013-10-14,898,73,small market,east,14,leaves,tea,darjeeling,47,123,connecticut,50,70,50,120,26,regular,47,True,net positive
234,51,-37,2013-10-15,503,71,major market,central,46,beans,coffee,decaf irish cream,3,130,ohio,40,70,30,110,76,decaf,3,True,net positive
614,52,-21,2013-10-16,405,71,major market,central,17,beans,coffee,amaretto,34,131,ohio,40,70,60,110,45,regular,34,True,net positive
937,43,-18,2013-10-17,419,64,major market,central,13,beans,coffee,colombian,35,114,ohio,30,70,60,100,36,regular,35,True,net positive
774,51,-46,2013-10-18,542,65,major market,east,46,beans,espresso,caffe mocha,-3,124,massachusetts,30,70,30,100,76,regular,-3,True,net negative
682,72,32,2013-10-19,-868,110,major market,south,23,beans,espresso,caffe latte,67,194,texas,40,70,50,110,55,regular,67,True,net positive
772,48,8,2013-10-20,851,70,major market,east,13,leaves,tea,green tea,54,126,florida,50,70,60,120,24,regular,54,True,net positive
225,60,16,2013-10-21,329,99,small market,south,18,beans,espresso,caffe mocha,68,169,louisiana,30,70,70,100,41,regular,68,True,net positive
541,52,-20,2013-10-22,405,71,small market,west,17,beans,espresso,caffe mocha,35,131,oregon,30,70,60,100,44,regular,35,True,net positive
425,56,-26,2013-10-23,385,70,small market,west,21,beans,espresso,caffe mocha,24,134,washington,40,70,50,110,54,regular,24,True,net positive
580,56,-26,2013-10-24,385,70,small market,south,21,leaves,herbal tea,chamomile,24,134,oklahoma,40,70,50,110,54,decaf,24,True,net positive
435,45,-26,2013-10-25,447,69,small market,west,14,leaves,herbal tea,lemon,30,121,utah,20,70,60,90,46,decaf,30,True,net positive
614,52,-14,2013-10-26,509,73,major market,central,47,beans,coffee,decaf irish cream,5,133,ohio,50,70,10,120,76,decaf,5,True,net positive
234,46,7,2013-10-27,424,68,major market,central,14,beans,coffee,colombian,39,121,ohio,40,70,40,110,36,regular,39,True,net positive
970,52,-16,2013-10-28,509,73,major market,central,47,leaves,herbal tea,lemon,4,133,colorado,40,70,10,110,77,decaf,4,True,net positive
970,59,7,2013-10-29,411,79,major market,central,19,leaves,herbal tea,mint,41,147,colorado,50,70,40,120,47,decaf,41,True,net positive
936,59,7,2013-10-30,411,79,major market,south,19,leaves,herbal tea,chamomile,41,147,texas,50,70,40,120,47,decaf,41,True,net positive
914,50,20,2013-10-31,589,73,major market,east,14,leaves,tea,green tea,55,131,new york,50,70,50,120,26,regular,55,True,net positive
203,53,-1,2013-11-01,380,71,small market,east,17,beans,espresso,decaf espresso,34,132,connecticut,50,70,40,120,45,decaf,34,True,net positive
435,54,27,2013-11-02,885,78,small market,west,15,beans,espresso,decaf espresso,61,141,utah,50,70,50,120,26,decaf,61,True,net positive
505,43,0,2013-11-03,452,66,small market,south,14,beans,coffee,colombian,27,116,new mexico,50,70,30,120,46,regular,27,True,net positive
318,61,-9,2013-11-04,-906,86,small market,south,55,beans,espresso,caffe latte,11,157,louisiana,40,70,10,110,85,regular,11,True,net positive
503,55,-6,2013-11-05,410,69,small market,west,20,beans,espresso,caffe latte,24,132,oregon,50,70,30,120,53,regular,24,True,net positive
475,82,26,2013-11-06,601,102,small market,east,31,leaves,herbal tea,lemon,50,196,connecticut,60,70,30,130,64,decaf,50,True,net positive
